date,avg_delay,median_delay,num_flights,num_delayed,num_cancelled,delay_weather,delay_carrier,delay_nas,delay_late_aircraft,delay_security,delay_rate,cancel_rate,date_parsed,year,month,day,day_of_week,day_name
2021-05-11,2.17239010989011,-9.0,1456,250,53,2592.0,4238.0,3173.0,6411.0,0.0,17.17,3.64,2021-05-11,2021,5,11,1,Tue
2021-05-12,-2.364637305699482,-8.0,1544,176,7,749.0,4585.0,1518.0,2864.0,69.0,11.4,0.45,2021-05-12,2021,5,12,2,Wed
2021-05-13,-5.174942263279446,-9.0,1732,140,1,155.0,4657.0,928.0,1839.0,67.0,8.08,0.06,2021-05-13,2021,5,13,3,Thu
2021-05-14,-5.317273795534665,-9.0,1702,154,0,92.0,3532.0,935.0,2240.0,148.0,9.05,0.0,2021-05-14,2021,5,14,4,Fri
2021-05-15,-4.99544567338972,-10.0,1537,117,1,92.0,4158.0,508.0,2637.0,11.0,7.61,0.07,2021-05-15,2021,5,15,5,Sat
2021-05-16,3.9741480611045827,-7.0,1702,319,22,1178.0,6798.0,4298.0,7456.0,73.0,18.74,1.29,2021-05-16,2021,5,16,6,Sun
2021-05-17,4.634976525821596,-7.0,1704,296,6,2647.0,7509.0,4622.0,7263.0,14.0,17.37,0.35,2021-05-17,2021,5,17,0,Mon
2021-05-18,1.4172709294660515,-9.0,1517,235,8,2171.0,5095.0,3589.0,5230.0,43.0,15.49,0.53,2021-05-18,2021,5,18,1,Tue
2021-05-19,-5.233709273182957,-10.0,1596,142,2,706.0,3334.0,1001.0,2984.0,22.0,8.9,0.13,2021-05-19,2021,5,19,2,Wed
2021-05-20,-2.495397008055236,-8.0,1738,214,1,555.0,5799.0,2055.0,3413.0,58.0,12.31,0.06,2021-05-20,2021,5,20,3,Thu
2021-05-21,-0.21318051575931232,-7.0,1745,253,1,1122.0,7686.0,1596.0,3597.0,111.0,14.5,0.06,2021-05-21,2021,5,21,4,Fri
2021-05-22,-2.749044585987261,-9.0,1570,186,3,1042.0,5075.0,1595.0,3304.0,68.0,11.85,0.19,2021-05-22,2021,5,22,5,Sat
2021-05-23,-2.0814277746793084,-9.0,1793,217,1,1486.0,4186.0,2591.0,5580.0,24.0,12.1,0.06,2021-05-23,2021,5,23,6,Sun
2021-05-24,1.583623693379791,-9.0,1722,266,9,2413.0,5151.0,4995.0,6700.0,18.0,15.45,0.52,2021-05-24,2021,5,24,0,Mon
2021-05-25,0.4543010752688172,-9.0,1488,213,6,459.0,5131.0,3601.0,5655.0,10.0,14.31,0.4,2021-05-25,2021,5,25,1,Tue
2021-05-26,-1.4495412844036697,-8.0,1526,157,3,985.0,5053.0,2286.0,2580.0,0.0,10.29,0.2,2021-05-26,2021,5,26,2,Wed
2021-05-27,-0.11322934719815136,-7.0,1731,219,1,300.0,6161.0,1603.0,5370.0,48.0,12.65,0.06,2021-05-27,2021,5,27,3,Thu
2021-05-28,2.857142857142857,-6.0,1722,300,6,403.0,7240.0,2537.0,6659.0,124.0,17.42,0.35,2021-05-28,2021,5,28,4,Fri
2021-05-29,-1.7748518762343648,-9.0,1519,159,1,691.0,4848.0,1337.0,4433.0,0.0,10.47,0.07,2021-05-29,2021,5,29,5,Sat
2021-05-30,1.2344913151364765,-8.0,1612,216,2,1121.0,5868.0,2901.0,5890.0,53.0,13.4,0.12,2021-05-30,2021,5,30,6,Sun
2021-05-31,2.8621495327102804,-9.0,1712,268,23,2745.0,5208.0,6994.0,5708.0,93.0,15.65,1.34,2021-05-31,2021,5,31,0,Mon
2021-06-01,-5.169962917181706,-10.0,1618,153,7,246.0,3498.0,985.0,2756.0,0.0,9.46,0.43,2021-06-01,2021,6,1,1,Tue
2021-06-02,-2.300609756097561,-8.0,1640,186,0,1402.0,4532.0,1672.0,3001.0,106.0,11.34,0.0,2021-06-02,2021,6,2,2,Wed
2021-06-03,5.409430707303048,-5.0,1739,338,8,1877.0,6150.0,5698.0,7184.0,62.0,19.44,0.46,2021-06-03,2021,6,3,3,Thu
2021-06-04,6.627564439768543,-5.0,1901,374,9,1939.0,9146.0,4747.0,10122.0,152.0,19.67,0.47,2021-06-04,2021,6,4,4,Fri
2021-06-05,5.368692660550459,-6.0,1744,335,15,1506.0,9550.0,3630.0,7935.0,346.0,19.21,0.86,2021-06-05,2021,6,5,5,Sat
2021-06-06,7.539355520338088,-5.0,1893,401,15,1767.0,12174.0,5304.0,8151.0,28.0,21.18,0.79,2021-06-06,2021,6,6,6,Sun
2021-06-07,15.91589799240369,-3.0,1843,524,56,4533.0,11725.0,7546.0,16614.0,331.0,28.43,3.04,2021-06-07,2021,6,7,0,Mon
2021-06-08,10.930659025787966,-3.0,1745,436,31,1951.0,9731.0,5917.0,12323.0,82.0,24.99,1.78,2021-06-08,2021,6,8,1,Tue
2021-06-09,7.657925407925408,-6.0,1716,342,26,1243.0,10476.0,7073.0,6432.0,49.0,19.93,1.52,2021-06-09,2021,6,9,2,Wed
2021-06-10,8.737012987012987,-4.0,1848,416,20,1363.0,9871.0,5762.0,10579.0,37.0,22.51,1.08,2021-06-10,2021,6,10,3,Thu
2021-06-11,8.808748728382502,-3.0,1966,448,13,1199.0,11696.0,3987.0,11519.0,0.0,22.79,0.66,2021-06-11,2021,6,11,4,Fri
2021-06-12,13.03404500865551,-4.0,1733,466,30,4046.0,10181.0,5888.0,13871.0,64.0,26.89,1.73,2021-06-12,2021,6,12,5,Sat
2021-06-13,11.282314764737697,-4.0,1849,469,32,2320.0,12773.0,4594.0,12205.0,142.0,25.37,1.73,2021-06-13,2021,6,13,6,Sun
2021-06-14,12.668295331161781,-3.0,1842,471,28,1499.0,14228.0,4635.0,13363.0,88.0,25.57,1.52,2021-06-14,2021,6,14,0,Mon
2021-06-15,10.98225529479107,-5.0,1747,483,76,1500.0,12709.0,3504.0,14408.0,75.0,27.65,4.35,2021-06-15,2021,6,15,1,Tue
2021-06-16,4.2031159838430465,-7.0,1733,376,44,439.0,11160.0,2109.0,7838.0,45.0,21.7,2.54,2021-06-16,2021,6,16,2,Wed
2021-06-17,4.538824763903463,-5.0,1906,404,25,546.0,10121.0,2406.0,8865.0,109.0,21.2,1.31,2021-06-17,2021,6,17,3,Thu
2021-06-18,9.541497975708502,-3.0,1976,482,31,1093.0,13739.0,4227.0,11465.0,60.0,24.39,1.57,2021-06-18,2021,6,18,4,Fri
2021-06-19,10.357101449275362,-3.0,1725,442,26,2484.0,10432.0,3699.0,10833.0,92.0,25.62,1.51,2021-06-19,2021,6,19,5,Sat
2021-06-20,12.102482831484416,-2.0,1893,478,24,1966.0,11115.0,5060.0,14321.0,267.0,25.25,1.27,2021-06-20,2021,6,20,6,Sun
2021-06-21,18.384364820846905,0.0,1842,635,69,5532.0,11586.0,11361.0,13419.0,99.0,34.47,3.75,2021-06-21,2021,6,21,0,Mon
2021-06-22,8.697687224669604,-4.0,1816,391,26,654.0,12648.0,3832.0,9536.0,75.0,21.53,1.43,2021-06-22,2021,6,22,1,Tue
2021-06-23,4.088558855885589,-6.0,1818,328,10,2058.0,8498.0,1888.0,8831.0,20.0,18.04,0.55,2021-06-23,2021,6,23,2,Wed
2021-06-24,11.766788131181675,-3.0,1921,503,33,3410.0,10769.0,7063.0,12251.0,65.0,26.18,1.72,2021-06-24,2021,6,24,3,Thu
2021-06-25,15.774647887323944,-1.0,1917,615,50,2843.0,13552.0,6720.0,17025.0,113.0,32.08,2.61,2021-06-25,2021,6,25,4,Fri
2021-06-26,23.01683110853163,3.0,1723,682,59,2916.0,17956.0,7565.0,19120.0,88.0,39.58,3.42,2021-06-26,2021,6,26,5,Sat
2021-06-27,16.6953125,0.0,1920,644,30,2306.0,15782.0,5569.0,17854.0,220.0,33.54,1.56,2021-06-27,2021,6,27,6,Sun
2021-06-28,18.020119630233822,0.0,1839,609,37,2135.0,14922.0,7949.0,16897.0,71.0,33.12,2.01,2021-06-28,2021,6,28,0,Mon
2021-06-29,16.363743378457915,-1.0,1699,505,39,4358.0,12331.0,4744.0,14846.0,98.0,29.72,2.3,2021-06-29,2021,6,29,1,Tue
2021-06-30,16.78648495173197,0.0,1761,551,28,2652.0,12888.0,6690.0,15307.0,127.0,31.29,1.59,2021-06-30,2021,6,30,2,Wed
2021-07-01,25.491666666666667,2.0,1920,696,61,4705.0,13485.0,13564.0,24941.0,60.0,36.25,3.18,2021-07-01,2021,7,1,3,Thu
2021-07-02,23.120413436692505,3.0,1935,741,76,4336.0,15966.0,8287.0,24145.0,441.0,38.29,3.93,2021-07-02,2021,7,2,4,Fri
2021-07-03,13.820828667413213,-2.0,1786,534,32,1645.0,14526.0,4838.0,13782.0,12.0,29.9,1.79,2021-07-03,2021,7,3,5,Sat
2021-07-04,-1.033408833522084,-9.0,1766,257,21,753.0,6978.0,1897.0,5859.0,19.0,14.55,1.19,2021-07-04,2021,7,4,6,Sun
2021-07-05,5.2652310924369745,-8.0,1904,362,16,1676.0,10696.0,3100.0,10201.0,177.0,19.01,0.84,2021-07-05,2021,7,5,0,Mon
2021-07-06,7.556939501779359,-6.0,1686,344,49,3289.0,9987.0,3379.0,8011.0,66.0,20.4,2.91,2021-07-06,2021,7,6,1,Tue
2021-07-07,7.552262931034483,-4.0,1856,452,49,1240.0,8474.0,3723.0,12174.0,55.0,24.35,2.64,2021-07-07,2021,7,7,2,Wed
2021-07-08,18.055700156168662,-1.0,1921,603,36,4415.0,12682.0,10121.0,16472.0,73.0,31.39,1.87,2021-07-08,2021,7,8,3,Thu
2021-07-09,17.731472081218275,0.0,1970,647,37,3958.0,14687.0,7105.0,17901.0,131.0,32.84,1.88,2021-07-09,2021,7,9,4,Fri
2021-07-10,12.073886068809927,-3.0,1773,452,15,1160.0,12963.0,4257.0,12325.0,707.0,25.49,0.85,2021-07-10,2021,7,10,5,Sat
2021-07-11,14.747552807831015,0.0,1941,574,33,807.0,16755.0,4227.0,14768.0,162.0,29.57,1.7,2021-07-11,2021,7,11,6,Sun
2021-07-12,19.298568507157466,0.0,1956,637,45,5905.0,13964.0,7616.0,19373.0,56.0,32.57,2.3,2021-07-12,2021,7,12,0,Mon
2021-07-13,10.532760472610097,-3.0,1862,481,30,1830.0,13699.0,4010.0,10649.0,47.0,25.83,1.61,2021-07-13,2021,7,13,1,Tue
2021-07-14,15.02087912087912,-2.0,1820,536,22,2564.0,11846.0,7831.0,15159.0,84.0,29.45,1.21,2021-07-14,2021,7,14,2,Wed
2021-07-15,8.40605749486653,-4.0,1948,440,29,2170.0,11081.0,2977.0,11972.0,46.0,22.59,1.49,2021-07-15,2021,7,15,3,Thu
2021-07-16,8.34321608040201,-4.0,1990,441,9,1267.0,13502.0,3046.0,10090.0,0.0,22.16,0.45,2021-07-16,2021,7,16,4,Fri
2021-07-17,16.687465790914068,-4.0,1827,479,54,3345.0,17779.0,6788.0,13930.0,0.0,26.22,2.96,2021-07-17,2021,7,17,5,Sat
2021-07-18,12.901438465636653,-2.0,1877,524,33,1801.0,12834.0,4085.0,15262.0,46.0,27.92,1.76,2021-07-18,2021,7,18,6,Sun
2021-07-19,17.335897435897436,0.0,1950,658,39,2832.0,14714.0,8693.0,17706.0,31.0,33.74,2.0,2021-07-19,2021,7,19,0,Mon
2021-07-20,9.234426229508196,-3.0,1830,413,9,1303.0,12671.0,2907.0,10914.0,8.0,22.57,0.49,2021-07-20,2021,7,20,1,Tue
2021-07-21,9.59375,-4.0,1856,408,14,1394.0,11644.0,5551.0,10727.0,40.0,21.98,0.75,2021-07-21,2021,7,21,2,Wed
2021-07-22,9.476831091180866,-5.0,2007,430,22,2112.0,13932.0,3549.0,13321.0,100.0,21.43,1.1,2021-07-22,2021,7,22,3,Thu
2021-07-23,9.837197580645162,-3.0,1984,494,13,1683.0,12257.0,4997.0,12805.0,52.0,24.9,0.66,2021-07-23,2021,7,23,4,Fri
2021-07-24,9.68268156424581,-4.0,1790,412,25,877.0,13570.0,4367.0,9987.0,0.0,23.02,1.4,2021-07-24,2021,7,24,5,Sat
2021-07-25,9.433609958506224,-3.0,1928,463,21,750.0,13615.0,3527.0,11729.0,26.0,24.01,1.09,2021-07-25,2021,7,25,6,Sun
2021-07-26,13.284556962025317,-4.0,1975,498,34,4398.0,13477.0,4750.0,16067.0,92.0,25.22,1.72,2021-07-26,2021,7,26,0,Mon
2021-07-27,8.261521972132904,-5.0,1866,417,10,2663.0,10578.0,3656.0,11072.0,21.0,22.35,0.54,2021-07-27,2021,7,27,1,Tue
2021-07-28,5.9690666666666665,-5.0,1875,407,10,995.0,10478.0,3438.0,8442.0,357.0,21.71,0.53,2021-07-28,2021,7,28,2,Wed
2021-07-29,8.460913705583756,-3.0,1970,466,34,1047.0,8447.0,7832.0,10641.0,79.0,23.65,1.73,2021-07-29,2021,7,29,3,Thu
2021-07-30,9.973539690464303,-4.0,2003,437,17,1116.0,15465.0,4352.0,12140.0,19.0,21.82,0.85,2021-07-30,2021,7,30,4,Fri
2021-07-31,7.6789201608271105,-4.0,1741,432,47,863.0,10483.0,2437.0,10261.0,201.0,24.81,2.7,2021-07-31,2021,7,31,5,Sat
2021-08-01,19.07964135021097,0.0,1896,673,105,4743.0,16698.0,7267.0,15877.0,202.0,35.5,5.54,2021-08-01,2021,8,1,6,Sun
2021-08-02,17.11736073553272,-1.0,1849,687,129,3156.0,14790.0,4493.0,18732.0,114.0,37.16,6.98,2021-08-02,2021,8,2,0,Mon
2021-08-03,12.4375,-2.0,1728,543,90,1255.0,12463.0,4638.0,12573.0,74.0,31.42,5.21,2021-08-03,2021,8,3,1,Tue
2021-08-04,4.724065297525013,-5.0,1899,444,81,254.0,10479.0,1866.0,8997.0,23.0,23.38,4.27,2021-08-04,2021,8,4,2,Wed
2021-08-05,3.6867469879518073,-6.0,1909,390,71,327.0,9982.0,1863.0,8326.0,15.0,20.43,3.72,2021-08-05,2021,8,5,3,Thu
2021-08-06,7.653008298755187,-4.0,1928,481,64,670.0,12184.0,3618.0,10185.0,61.0,24.95,3.32,2021-08-06,2021,8,6,4,Fri
2021-08-07,12.874933475252794,-1.0,1879,556,35,997.0,14778.0,4288.0,13205.0,51.0,29.59,1.86,2021-08-07,2021,8,7,5,Sat
2021-08-08,10.751572327044025,-3.0,1908,491,38,1677.0,13681.0,4577.0,11497.0,48.0,25.73,1.99,2021-08-08,2021,8,8,6,Sun
2021-08-09,12.217250673854448,-3.0,1855,537,86,4734.0,9706.0,7439.0,11128.0,25.0,28.95,4.64,2021-08-09,2021,8,9,0,Mon
2021-08-10,14.121758737316798,-3.0,1774,486,53,4662.0,10887.0,8950.0,10115.0,16.0,27.4,2.99,2021-08-10,2021,8,10,1,Tue
2021-08-11,14.839315295416897,-2.0,1811,578,75,3921.0,13236.0,7748.0,11685.0,124.0,31.92,4.14,2021-08-11,2021,8,11,2,Wed
2021-08-12,16.769308430085815,-1.0,1981,624,35,3680.0,13317.0,8531.0,17583.0,40.0,31.5,1.77,2021-08-12,2021,8,12,3,Thu
2021-08-13,14.147448979591836,-2.0,1960,566,42,3325.0,13440.0,5972.0,15292.0,28.0,28.88,2.14,2021-08-13,2021,8,13,4,Fri
2021-08-14,19.821428571428573,-1.0,1708,623,98,5914.0,11711.0,7630.0,17477.0,86.0,36.48,5.74,2021-08-14,2021,8,14,5,Sat
2021-08-15,15.7584767866458,0.0,1917,648,104,1606.0,17367.0,5139.0,15063.0,110.0,33.8,5.43,2021-08-15,2021,8,15,6,Sun
2021-08-16,9.613493723849372,-2.0,1912,516,40,1659.0,10094.0,4118.0,12922.0,29.0,26.99,2.09,2021-08-16,2021,8,16,0,Mon
2021-08-17,7.192627824019025,-5.0,1682,409,92,2886.0,7882.0,5234.0,7096.0,85.0,24.32,5.47,2021-08-17,2021,8,17,1,Tue
2021-08-18,13.319731693683622,-2.0,1789,561,65,2323.0,13432.0,5679.0,12248.0,44.0,31.36,3.63,2021-08-18,2021,8,18,2,Wed
2021-08-19,11.433609958506224,-2.0,1928,535,37,1444.0,13658.0,5792.0,12035.0,36.0,27.75,1.92,2021-08-19,2021,8,19,3,Thu
2021-08-20,7.8112809699525565,-4.0,1897,477,41,2707.0,9781.0,3213.0,10533.0,227.0,25.14,2.16,2021-08-20,2021,8,20,4,Fri
2021-08-21,8.03225806451613,-6.0,1767,398,33,3206.0,11080.0,3019.0,9089.0,73.0,22.52,1.87,2021-08-21,2021,8,21,5,Sat
2021-08-22,2.060882800608828,-7.0,1971,361,70,545.0,11049.0,1707.0,5199.0,0.0,18.32,3.55,2021-08-22,2021,8,22,6,Sun
2021-08-23,0.14589989350372737,-8.0,1878,251,13,506.0,6934.0,1981.0,6780.0,2.0,13.37,0.69,2021-08-23,2021,8,23,0,Mon
2021-08-24,2.5409930715935336,-9.0,1732,292,41,4051.0,5038.0,5791.0,5820.0,16.0,16.86,2.37,2021-08-24,2021,8,24,1,Tue
2021-08-25,4.532963988919668,-8.0,1805,358,56,3257.0,10760.0,3783.0,4923.0,20.0,19.83,3.1,2021-08-25,2021,8,25,2,Wed
2021-08-26,8.072981366459627,-5.0,1932,401,27,1782.0,10729.0,4316.0,11145.0,0.0,20.76,1.4,2021-08-26,2021,8,26,3,Thu
2021-08-27,10.641372141372141,-5.0,1924,444,31,2935.0,15219.0,5715.0,8882.0,44.0,23.08,1.61,2021-08-27,2021,8,27,4,Fri
2021-08-28,-1.053257790368272,-8.0,1765,251,14,791.0,5728.0,2109.0,4279.0,0.0,14.22,0.79,2021-08-28,2021,8,28,5,Sat
2021-08-29,5.542116630669547,-6.0,1852,400,60,2582.0,9982.0,3395.0,7042.0,242.0,21.6,3.24,2021-08-29,2021,8,29,6,Sun
2021-08-30,1.8527673293927995,-8.0,1861,333,58,1122.0,8538.0,2499.0,6607.0,33.0,17.89,3.12,2021-08-30,2021,8,30,0,Mon
2021-08-31,-3.2569326542161856,-9.0,1767,223,45,238.0,5523.0,1092.0,4240.0,68.0,12.62,2.55,2021-08-31,2021,8,31,1,Tue
2021-09-01,9.215153267784848,-6.0,1729,353,60,4077.0,10061.0,6892.0,7955.0,13.0,20.42,3.47,2021-09-01,2021,9,1,2,Wed
2021-09-02,5.138624338624338,-6.0,1890,381,64,630.0,9336.0,2540.0,10482.0,0.0,20.16,3.39,2021-09-02,2021,9,2,3,Thu
2021-09-03,7.150614754098361,-5.0,1952,436,38,1195.0,11595.0,4089.0,10796.0,207.0,22.34,1.95,2021-09-03,2021,9,3,4,Fri
2021-09-04,-3.58274231678487,-10.0,1692,219,27,360.0,6145.0,868.0,4108.0,77.0,12.94,1.6,2021-09-04,2021,9,4,5,Sat
2021-09-05,-5.360665137614679,-10.0,1744,175,27,94.0,4124.0,1195.0,2464.0,59.0,10.03,1.55,2021-09-05,2021,9,5,6,Sun
2021-09-06,-0.34563212154096584,-8.0,1843,251,27,556.0,7756.0,1930.0,4959.0,76.0,13.62,1.47,2021-09-06,2021,9,6,0,Mon
2021-09-07,1.6233993015133876,-8.0,1718,266,42,1209.0,5908.0,4586.0,5874.0,15.0,15.48,2.44,2021-09-07,2021,9,7,1,Tue
2021-09-08,1.0704738760631836,-7.0,1646,297,26,998.0,5134.0,3789.0,4979.0,0.0,18.04,1.58,2021-09-08,2021,9,8,2,Wed
2021-09-09,3.249054565099946,-7.0,1851,333,30,1113.0,7880.0,5124.0,6834.0,8.0,17.99,1.62,2021-09-09,2021,9,9,3,Thu
2021-09-10,-0.43228890069038767,-8.0,1883,263,13,484.0,6676.0,2243.0,6786.0,37.0,13.97,0.69,2021-09-10,2021,9,10,4,Fri
2021-09-11,-8.66906474820144,-12.0,1668,118,19,100.0,2584.0,527.0,1359.0,36.0,7.07,1.14,2021-09-11,2021,9,11,5,Sat
2021-09-12,0.5581518852894317,-8.0,1883,256,8,90.0,8046.0,1792.0,6308.0,38.0,13.6,0.42,2021-09-12,2021,9,12,6,Sun
2021-09-13,-1.3250920568122042,-8.0,1901,283,24,478.0,6397.0,2180.0,5067.0,91.0,14.89,1.26,2021-09-13,2021,9,13,0,Mon
2021-09-14,-3.4491471888818697,-11.0,1583,195,43,457.0,5042.0,2828.0,2620.0,0.0,12.32,2.72,2021-09-14,2021,9,14,1,Tue
2021-09-15,-1.0800450958286358,-9.0,1774,202,9,229.0,7186.0,2508.0,3656.0,0.0,11.39,0.51,2021-09-15,2021,9,15,2,Wed
2021-09-16,-0.18232044198895028,-7.0,1991,279,4,585.0,5347.0,3046.0,6497.0,109.0,14.01,0.2,2021-09-16,2021,9,16,3,Thu
2021-09-17,3.582860092927207,-6.0,1937,328,4,1572.0,9476.0,3613.0,6302.0,4.0,16.93,0.21,2021-09-17,2021,9,17,4,Fri
2021-09-18,-1.4291545189504373,-8.0,1715,220,4,131.0,6304.0,1772.0,4179.0,0.0,12.83,0.23,2021-09-18,2021,9,18,5,Sat
2021-09-19,3.3273839877613463,-6.0,1961,294,7,176.0,11044.0,2127.0,6814.0,48.0,14.99,0.36,2021-09-19,2021,9,19,6,Sun
2021-09-20,1.7273182957393485,-7.0,1995,281,2,961.0,7930.0,2181.0,7011.0,27.0,14.09,0.1,2021-09-20,2021,9,20,0,Mon
2021-09-21,-6.335942203491872,-10.0,1661,130,9,400.0,3963.0,1001.0,1337.0,107.0,7.83,0.54,2021-09-21,2021,9,21,1,Tue
2021-09-22,-2.3000577034045007,-8.0,1733,191,2,673.0,4079.0,2242.0,3339.0,0.0,11.02,0.12,2021-09-22,2021,9,22,2,Wed
2021-09-23,11.239267015706806,-5.0,1910,438,69,2202.0,8561.0,10574.0,12891.0,32.0,22.93,3.61,2021-09-23,2021,9,23,3,Thu
2021-09-24,4.982238966630786,-5.0,1858,363,24,260.0,11237.0,2798.0,7665.0,11.0,19.54,1.29,2021-09-24,2021,9,24,4,Fri
2021-09-25,-4.05942995755003,-10.0,1649,171,16,54.0,6289.0,783.0,2753.0,0.0,10.37,0.97,2021-09-25,2021,9,25,5,Sat
2021-09-26,0.8111501757910597,-7.0,1991,283,6,98.0,7760.0,1950.0,6493.0,35.0,14.21,0.3,2021-09-26,2021,9,26,6,Sun
2021-09-27,-1.817456093666844,-9.0,1879,228,5,42.0,6772.0,1463.0,5344.0,39.0,12.13,0.27,2021-09-27,2021,9,27,0,Mon
2021-09-28,-0.3440366972477064,-8.0,1744,252,14,878.0,6585.0,3011.0,4051.0,18.0,14.45,0.8,2021-09-28,2021,9,28,1,Tue
2021-09-29,-6.4001233045622685,-10.0,1622,120,4,85.0,3738.0,629.0,2109.0,0.0,7.4,0.25,2021-09-29,2021,9,29,2,Wed
2021-09-30,0.9163244353182751,-6.0,1948,341,45,609.0,7149.0,2861.0,5959.0,54.0,17.51,2.31,2021-09-30,2021,9,30,3,Thu
2021-10-01,3.090133333333333,-6.0,1875,343,21,323.0,7614.0,3972.0,7110.0,66.0,18.29,1.12,2021-10-01,2021,10,1,4,Fri
2021-10-02,0.4457593688362919,-8.0,1521,204,8,556.0,5576.0,2313.0,4649.0,72.0,13.41,0.53,2021-10-02,2021,10,2,5,Sat
2021-10-03,4.281466798810704,-5.0,2018,358,8,1651.0,11016.0,3374.0,6766.0,15.0,17.74,0.4,2021-10-03,2021,10,3,6,Sun
2021-10-04,-0.028898582333696837,-7.0,1834,228,8,496.0,6791.0,1987.0,6035.0,20.0,12.43,0.44,2021-10-04,2021,10,4,0,Mon
2021-10-05,-2.0023337222870476,-8.0,1714,222,4,1633.0,4122.0,2741.0,3213.0,61.0,12.95,0.23,2021-10-05,2021,10,5,1,Tue
2021-10-06,-4.40304396843292,-9.0,1774,165,4,1.0,5368.0,1153.0,2249.0,22.0,9.3,0.23,2021-10-06,2021,10,6,2,Wed
2021-10-07,0.994204425711275,-5.0,1898,314,8,480.0,6998.0,1928.0,5592.0,75.0,16.54,0.42,2021-10-07,2021,10,7,3,Thu
2021-10-08,19.04754186925986,-1.0,1851,583,45,4410.0,12363.0,11229.0,16757.0,40.0,31.5,2.43,2021-10-08,2021,10,8,4,Fri
2021-10-09,6.90149060272197,-4.0,1543,433,99,382.0,9386.0,1765.0,9082.0,34.0,28.06,6.42,2021-10-09,2021,10,9,5,Sat
2021-10-10,6.860174102285092,-4.0,1838,548,144,467.0,13124.0,2002.0,8353.0,195.0,29.82,7.83,2021-10-10,2021,10,10,6,Sun
2021-10-11,13.035617916891526,-3.0,1853,543,69,1006.0,13849.0,6996.0,13936.0,15.0,29.3,3.72,2021-10-11,2021,10,11,0,Mon
2021-10-12,2.597363690832834,-6.0,1669,324,17,527.0,7185.0,1787.0,8009.0,153.0,19.41,1.02,2021-10-12,2021,10,12,1,Tue
2021-10-13,0.9299830604178431,-7.0,1771,341,52,1572.0,5729.0,4693.0,4238.0,0.0,19.25,2.94,2021-10-13,2021,10,13,2,Wed
2021-10-14,1.9420668058455115,-7.0,1916,308,18,1149.0,7472.0,1313.0,8829.0,6.0,16.08,0.94,2021-10-14,2021,10,14,3,Thu
2021-10-15,1.4788659793814434,-6.0,1940,289,11,145.0,7952.0,1686.0,6828.0,69.0,14.9,0.57,2021-10-15,2021,10,15,4,Fri
2021-10-16,-0.08548009367681499,-8.0,1708,241,17,227.0,6845.0,2009.0,5021.0,30.0,14.11,1.0,2021-10-16,2021,10,16,5,Sat
2021-10-17,-0.051759834368530024,-7.0,1932,267,8,149.0,7654.0,1434.0,6088.0,132.0,13.82,0.41,2021-10-17,2021,10,17,6,Sun
2021-10-18,-0.25831202046035806,-8.0,1955,247,3,1610.0,7727.0,1132.0,5914.0,62.0,12.63,0.15,2021-10-18,2021,10,18,0,Mon
2021-10-19,-1.2828507795100224,-8.0,1796,288,9,73.0,6940.0,1555.0,5325.0,47.0,16.04,0.5,2021-10-19,2021,10,19,1,Tue
2021-10-20,-2.430917327293318,-8.5,1766,199,1,228.0,5510.0,1159.0,4457.0,32.0,11.27,0.06,2021-10-20,2021,10,20,2,Wed
2021-10-21,7.253942359978249,-6.0,1839,417,87,116.0,15150.0,2185.0,9273.0,92.0,22.68,4.73,2021-10-21,2021,10,21,3,Thu
2021-10-22,6.395238095238096,-4.0,1890,457,80,346.0,12052.0,2073.0,9364.0,82.0,24.18,4.23,2021-10-22,2021,10,22,4,Fri
2021-10-23,1.5567981165391407,-6.0,1699,292,29,602.0,7274.0,1347.0,5983.0,68.0,17.19,1.71,2021-10-23,2021,10,23,5,Sat
2021-10-24,12.75215845606907,-2.0,1969,556,31,2719.0,12359.0,5319.0,14874.0,84.0,28.24,1.57,2021-10-24,2021,10,24,6,Sun
2021-10-25,19.09090909090909,1.0,1870,611,44,3760.0,13748.0,9204.0,16822.0,63.0,32.67,2.35,2021-10-25,2021,10,25,0,Mon
2021-10-26,-0.5062929061784897,-8.0,1748,234,20,382.0,7673.0,1098.0,4690.0,0.0,13.39,1.14,2021-10-26,2021,10,26,1,Tue
2021-10-27,2.2811085972850678,-7.0,1768,307,16,1408.0,7780.0,2147.0,7411.0,36.0,17.36,0.9,2021-10-27,2021,10,27,2,Wed
2021-10-28,11.120644825793033,-3.0,1923,536,63,1478.0,10627.0,8241.0,12514.0,46.0,27.87,3.28,2021-10-28,2021,10,28,3,Thu
2021-10-29,5.091752577319587,-4.0,1940,436,41,475.0,11572.0,2677.0,8330.0,158.0,22.47,2.11,2021-10-29,2021,10,29,4,Fri
2021-10-30,-1.7542997542997543,-8.0,1628,269,68,15.0,5981.0,1197.0,4306.0,81.0,16.52,4.18,2021-10-30,2021,10,30,5,Sat
2021-10-31,3.20816085156712,-7.0,1691,424,133,193.0,9922.0,2085.0,6643.0,42.0,25.07,7.87,2021-10-31,2021,10,31,6,Sun
2021-11-01,8.249204665959702,-4.0,1886,493,80,620.0,14406.0,2748.0,8928.0,77.0,26.14,4.24,2021-11-01,2021,11,1,0,Mon
2021-11-02,-4.393317702227432,-9.0,1706,204,22,120.0,4629.0,988.0,2331.0,19.0,11.96,1.29,2021-11-02,2021,11,2,1,Tue
