date,avg_delay,median_delay,num_flights,num_delayed,num_cancelled,delay_weather,delay_carrier,delay_nas,delay_late_aircraft,delay_security,delay_rate,cancel_rate,date_parsed,year,month,day,day_of_week,day_name
2020-02-22,-8.002886836027713,-12.0,1732,146,1,298.0,3235.0,2609.0,2652.0,33.0,8.43,0.06,2020-02-22,2020,2,22,5,Sat
2020-02-23,-8.053076561766087,-13.0,2129,180,5,977.0,3479.0,1669.0,3893.0,0.0,8.45,0.23,2020-02-23,2020,2,23,6,Sun
2020-02-24,-5.088589981447124,-11.0,2156,209,2,387.0,7502.0,2119.0,4095.0,19.0,9.69,0.09,2020-02-24,2020,2,24,0,Mon
2020-02-25,-5.780089153046062,-11.0,2019,238,5,564.0,4353.0,2973.0,3235.0,15.0,11.79,0.25,2020-02-25,2020,2,25,1,Tue
2020-02-26,5.00962927298989,-6.0,2077,400,4,1618.0,9213.0,7484.0,9623.0,0.0,19.26,0.19,2020-02-26,2020,2,26,2,Wed
2020-02-27,-0.4449132676980778,-9.0,2133,310,9,580.0,6653.0,4958.0,8137.0,21.0,14.53,0.42,2020-02-27,2020,2,27,3,Thu
2020-02-28,-4.801540552786588,-10.0,2207,201,6,3033.0,5408.0,1611.0,4427.0,7.0,9.11,0.27,2020-02-28,2020,2,28,4,Fri
2020-02-29,-8.112268518518519,-13.0,1728,144,1,60.0,4557.0,1119.0,2900.0,47.0,8.33,0.06,2020-02-29,2020,2,29,5,Sat
2020-03-01,-5.630203291384317,-11.0,2066,211,9,425.0,5340.0,2123.0,4973.0,37.0,10.21,0.44,2020-03-01,2020,3,1,6,Sun
2020-03-02,-6.42115114646701,-11.0,2137,195,0,272.0,3940.0,1889.0,5554.0,0.0,9.12,0.0,2020-03-02,2020,3,2,0,Mon
2020-03-03,-7.709739633558342,-13.0,2074,157,4,11.0,4623.0,2065.0,3659.0,0.0,7.57,0.19,2020-03-03,2020,3,3,1,Tue
2020-03-04,-1.35,-10.0,2120,313,14,113.0,8110.0,4907.0,5169.0,22.0,14.76,0.66,2020-03-04,2020,3,4,2,Wed
2020-03-05,-5.56767955801105,-10.0,2172,197,1,102.0,4113.0,1797.0,4064.0,74.0,9.07,0.05,2020-03-05,2020,3,5,3,Thu
2020-03-06,-4.149146451033244,-9.0,2226,250,1,480.0,4208.0,3807.0,5029.0,0.0,11.23,0.04,2020-03-06,2020,3,6,4,Fri
2020-03-07,-8.602508178844056,-12.0,1834,116,4,0.0,4529.0,825.0,2319.0,21.0,6.32,0.22,2020-03-07,2020,3,7,5,Sat
2020-03-08,-4.59476490547746,-11.0,2063,189,6,253.0,6181.0,1098.0,6362.0,20.0,9.16,0.29,2020-03-08,2020,3,8,6,Sun
2020-03-09,-7.851569506726458,-12.0,2230,164,5,155.0,3688.0,1345.0,4570.0,0.0,7.35,0.22,2020-03-09,2020,3,9,0,Mon
2020-03-10,-5.320165365181443,-12.0,2177,215,12,395.0,5291.0,4267.0,5099.0,47.0,9.88,0.55,2020-03-10,2020,3,10,1,Tue
2020-03-11,-6.503082029397818,-12.0,2109,207,20,146.0,4153.0,2730.0,4095.0,31.0,9.82,0.95,2020-03-11,2020,3,11,2,Wed
2020-03-12,-3.854803010181496,-9.0,2259,254,13,679.0,3584.0,3664.0,5040.0,23.0,11.24,0.58,2020-03-12,2020,3,12,3,Thu
2020-03-13,6.238938053097345,-5.0,2260,501,30,1098.0,8856.0,8829.0,11790.0,32.0,22.17,1.33,2020-03-13,2020,3,13,4,Fri
2020-03-14,-0.6120920278223649,-9.0,1869,243,10,782.0,7141.0,3077.0,5259.0,6.0,13.0,0.54,2020-03-14,2020,3,14,5,Sat
2020-03-15,-5.239482200647249,-11.0,2163,223,18,207.0,4120.0,2459.0,5015.0,0.0,10.31,0.83,2020-03-15,2020,3,15,6,Sun
2020-03-16,-7.160722347629797,-12.0,2215,186,37,73.0,6332.0,1482.0,2618.0,0.0,8.4,1.67,2020-03-16,2020,3,16,0,Mon
2020-03-17,-8.31791907514451,-13.0,2076,251,110,307.0,4223.0,1191.0,3256.0,16.0,12.09,5.3,2020-03-17,2020,3,17,1,Tue
2020-03-18,-5.575182481751825,-13.0,2055,455,251,614.0,6167.0,4088.0,3782.0,0.0,22.14,12.21,2020-03-18,2020,3,18,2,Wed
2020-03-19,0.3258064516129032,-10.0,1860,690,411,1008.0,4975.0,8424.0,6418.0,0.0,37.1,22.1,2020-03-19,2020,3,19,3,Thu
2020-03-20,-0.9556860651361452,-10.0,1873,698,422,471.0,7437.0,5055.0,4247.0,17.0,37.27,22.53,2020-03-20,2020,3,20,4,Fri
2020-03-21,-5.299933642999337,-12.0,1507,581,415,54.0,3855.0,3412.0,2334.0,0.0,38.55,27.54,2020-03-21,2020,3,21,5,Sat
2020-03-22,-7.340466926070039,-13.0,1542,730,568,315.0,3883.0,2884.0,1924.0,23.0,47.34,36.84,2020-03-22,2020,3,22,6,Sun
2020-03-23,-7.777854671280277,-14.0,1445,913,775,344.0,4374.0,2660.0,1546.0,0.0,63.18,53.63,2020-03-23,2020,3,23,0,Mon
2020-03-24,-11.526433358153389,-15.0,1343,937,852,102.0,2973.0,1141.0,825.0,0.0,69.77,63.44,2020-03-24,2020,3,24,1,Tue
2020-03-25,-13.935833333333333,-18.0,1200,988,914,180.0,1154.0,1563.0,774.0,26.0,82.33,76.17,2020-03-25,2020,3,25,2,Wed
2020-03-26,-14.357206803939123,-18.0,1117,1099,1032,72.0,1684.0,867.0,955.0,35.0,98.39,92.39,2020-03-26,2020,3,26,3,Thu
2020-03-27,-17.167155425219942,-19.0,1023,1165,1127,56.0,742.0,327.0,413.0,0.0,113.88,110.17,2020-03-27,2020,3,27,4,Fri
2020-03-28,-13.876237623762377,-17.0,1010,989,930,18.0,1814.0,741.0,433.0,42.0,97.92,92.08,2020-03-28,2020,3,28,5,Sat
2020-03-29,-17.4404296875,-20.0,1024,1072,1037,0.0,943.0,317.0,610.0,0.0,104.69,101.27,2020-03-29,2020,3,29,6,Sun
2020-03-30,-16.394449950445985,-19.0,1009,1188,1146,0.0,1619.0,356.0,392.0,0.0,117.74,113.58,2020-03-30,2020,3,30,0,Mon
2020-03-31,-16.285570131180627,-19.0,991,1048,1007,0.0,1583.0,295.0,353.0,0.0,105.75,101.61,2020-03-31,2020,3,31,1,Tue
2020-04-01,-13.116939890710382,-18.0,915,910,852,0.0,3971.0,176.0,527.0,0.0,99.45,93.11,2020-04-01,2020,4,1,2,Wed
2020-04-02,-12.210274790919952,-16.0,837,973,918,176.0,1724.0,570.0,607.0,0.0,116.25,109.68,2020-04-02,2020,4,2,3,Thu
2020-04-03,-12.100801832760595,-16.0,873,872,825,956.0,1667.0,313.0,687.0,0.0,99.89,94.5,2020-04-03,2020,4,3,4,Fri
2020-04-04,-16.464713715046603,-18.0,751,643,619,7.0,688.0,106.0,325.0,0.0,85.62,82.42,2020-04-04,2020,4,4,5,Sat
2020-04-05,-16.649014778325125,-19.0,812,737,711,0.0,1179.0,113.0,146.0,0.0,90.76,87.56,2020-04-05,2020,4,5,6,Sun
2020-04-06,-8.535623409669212,-16.0,786,881,791,0.0,4195.0,373.0,1427.0,0.0,112.09,100.64,2020-04-06,2020,4,6,0,Mon
2020-04-07,-16.327102803738317,-18.0,749,664,647,100.0,614.0,130.0,124.0,0.0,88.65,86.38,2020-04-07,2020,4,7,1,Tue
2020-04-08,-14.371104815864022,-17.0,706,507,482,39.0,707.0,363.0,111.0,0.0,71.81,68.27,2020-04-08,2020,4,8,2,Wed
2020-04-09,-12.68111888111888,-15.0,715,498,457,0.0,1259.0,586.0,447.0,27.0,69.65,63.92,2020-04-09,2020,4,9,3,Thu
2020-04-10,-16.243478260869566,-18.0,690,502,490,0.0,614.0,134.0,201.0,0.0,72.75,71.01,2020-04-10,2020,4,10,4,Fri
2020-04-11,-16.32108626198083,-19.0,626,469,448,0.0,807.0,249.0,243.0,0.0,74.92,71.57,2020-04-11,2020,4,11,5,Sat
2020-04-12,-10.877708978328174,-15.0,646,446,397,869.0,1030.0,834.0,194.0,0.0,69.04,61.46,2020-04-12,2020,4,12,6,Sun
2020-04-13,-13.577844311377245,-16.0,668,458,417,90.0,1030.0,658.0,66.0,0.0,68.56,62.43,2020-04-13,2020,4,13,0,Mon
2020-04-14,-14.62566844919786,-17.0,561,345,322,0.0,1019.0,317.0,45.0,0.0,61.5,57.4,2020-04-14,2020,4,14,1,Tue
2020-04-15,-12.96694214876033,-16.0,605,335,299,0.0,705.0,821.0,296.0,0.0,55.37,49.42,2020-04-15,2020,4,15,2,Wed
2020-04-16,-13.424131627056672,-15.0,547,429,402,0.0,669.0,537.0,112.0,0.0,78.43,73.49,2020-04-16,2020,4,16,3,Thu
2020-04-17,-13.875216637781628,-16.0,577,369,342,43.0,578.0,281.0,414.0,0.0,63.95,59.27,2020-04-17,2020,4,17,4,Fri
2020-04-18,-10.670061099796333,-15.0,491,320,294,162.0,1529.0,201.0,543.0,0.0,65.17,59.88,2020-04-18,2020,4,18,5,Sat
2020-04-19,-10.790786948176583,-15.0,521,353,313,360.0,1111.0,536.0,387.0,0.0,67.75,60.08,2020-04-19,2020,4,19,6,Sun
2020-04-20,-14.280318091451292,-18.0,503,333,314,0.0,765.0,297.0,467.0,0.0,66.2,62.43,2020-04-20,2020,4,20,0,Mon
2020-04-21,-14.565134099616857,-17.0,522,327,312,0.0,1209.0,167.0,40.0,0.0,62.64,59.77,2020-04-21,2020,4,21,1,Tue
2020-04-22,-14.04149377593361,-16.0,482,303,283,36.0,487.0,332.0,76.0,0.0,62.86,58.71,2020-04-22,2020,4,22,2,Wed
2020-04-23,-14.249554367201426,-17.0,561,364,346,0.0,861.0,166.0,151.0,0.0,64.88,61.68,2020-04-23,2020,4,23,3,Thu
2020-04-24,-11.790654205607476,-17.0,535,321,293,275.0,1475.0,608.0,92.0,24.0,60.0,54.77,2020-04-24,2020,4,24,4,Fri
2020-04-25,-15.931868131868132,-18.0,455,292,280,106.0,228.0,139.0,34.0,0.0,64.18,61.54,2020-04-25,2020,4,25,5,Sat
2020-04-26,-15.008097165991902,-17.0,494,293,279,34.0,652.0,103.0,18.0,0.0,59.31,56.48,2020-04-26,2020,4,26,6,Sun
2020-04-27,-16.59108527131783,-18.0,516,354,341,0.0,530.0,136.0,237.0,0.0,68.6,66.09,2020-04-27,2020,4,27,0,Mon
2020-04-28,-14.742857142857142,-17.0,525,319,304,4.0,370.0,262.0,56.0,0.0,60.76,57.9,2020-04-28,2020,4,28,1,Tue
2020-04-29,-16.356862745098038,-17.0,510,302,291,0.0,353.0,57.0,120.0,0.0,59.22,57.06,2020-04-29,2020,4,29,2,Wed
2020-04-30,-14.477842003853565,-16.0,519,293,281,0.0,725.0,87.0,472.0,0.0,56.45,54.14,2020-04-30,2020,4,30,3,Thu
2020-05-01,-16.83424408014572,-17.0,549,271,261,0.0,92.0,106.0,200.0,0.0,49.36,47.54,2020-05-01,2020,5,1,4,Fri
2020-05-02,-15.720739219712526,-18.0,487,165,148,24.0,404.0,300.0,248.0,0.0,33.88,30.39,2020-05-02,2020,5,2,5,Sat
2020-05-03,-13.627949183303086,-17.0,551,92,67,0.0,827.0,241.0,725.0,0.0,16.7,12.16,2020-05-03,2020,5,3,6,Sun
2020-05-04,-11.718543046357615,-14.0,604,89,60,0.0,811.0,450.0,418.0,0.0,14.74,9.93,2020-05-04,2020,5,4,0,Mon
2020-05-05,-10.261224489795918,-15.0,490,54,30,206.0,1666.0,78.0,429.0,16.0,11.02,6.12,2020-05-05,2020,5,5,1,Tue
2020-05-06,-13.532520325203253,-15.0,492,54,36,0.0,312.0,211.0,221.0,0.0,10.98,7.32,2020-05-06,2020,5,6,2,Wed
2020-05-07,-11.194444444444445,-14.0,576,69,48,0.0,502.0,615.0,166.0,73.0,11.98,8.33,2020-05-07,2020,5,7,3,Thu
2020-05-08,-9.059726962457338,-12.0,586,78,42,1.0,1163.0,636.0,320.0,75.0,13.31,7.17,2020-05-08,2020,5,8,4,Fri
2020-05-09,-12.932,-14.0,500,39,26,0.0,329.0,138.0,61.0,0.0,7.8,5.2,2020-05-09,2020,5,9,5,Sat
2020-05-10,-14.592936802973977,-16.0,538,38,27,0.0,184.0,339.0,91.0,0.0,7.06,5.02,2020-05-10,2020,5,10,6,Sun
2020-05-11,-12.639593908629442,-14.0,591,53,34,0.0,733.0,121.0,226.0,0.0,8.97,5.75,2020-05-11,2020,5,11,0,Mon
2020-05-12,-12.572,-14.0,500,44,23,181.0,468.0,134.0,32.0,0.0,8.8,4.6,2020-05-12,2020,5,12,1,Tue
2020-05-13,-11.579143389199254,-15.0,537,46,30,0.0,1492.0,155.0,76.0,0.0,8.57,5.59,2020-05-13,2020,5,13,2,Wed
2020-05-14,-6.168634064080944,-12.0,593,75,27,392.0,977.0,1125.0,956.0,0.0,12.65,4.55,2020-05-14,2020,5,14,3,Thu
2020-05-15,-9.303508771929824,-13.0,570,69,31,118.0,798.0,534.0,496.0,0.0,12.11,5.44,2020-05-15,2020,5,15,4,Fri
2020-05-16,-11.24361493123772,-16.0,509,39,16,4.0,1618.0,167.0,147.0,0.0,7.66,3.14,2020-05-16,2020,5,16,5,Sat
2020-05-17,-9.643979057591624,-14.0,573,44,20,0.0,1558.0,213.0,570.0,4.0,7.68,3.49,2020-05-17,2020,5,17,6,Sun
2020-05-18,-12.309222423146474,-14.0,553,49,27,10.0,304.0,231.0,597.0,26.0,8.86,4.88,2020-05-18,2020,5,18,0,Mon
2020-05-19,-11.996031746031745,-14.0,504,30,18,0.0,792.0,60.0,123.0,0.0,5.95,3.57,2020-05-19,2020,5,19,1,Tue
2020-05-20,-12.824620573355817,-15.0,593,47,28,0.0,496.0,172.0,450.0,0.0,7.93,4.72,2020-05-20,2020,5,20,2,Wed
2020-05-21,-10.545746388443018,-13.0,623,55,29,46.0,1133.0,348.0,443.0,19.0,8.83,4.65,2020-05-21,2020,5,21,3,Thu
2020-05-22,-7.8474576271186445,-12.0,590,63,24,117.0,692.0,827.0,580.0,0.0,10.68,4.07,2020-05-22,2020,5,22,4,Fri
2020-05-23,-11.654368932038835,-13.0,515,55,27,133.0,526.0,269.0,87.0,28.0,10.68,5.24,2020-05-23,2020,5,23,5,Sat
2020-05-24,-9.511666666666667,-14.0,600,64,21,88.0,969.0,969.0,598.0,18.0,10.67,3.5,2020-05-24,2020,5,24,6,Sun
2020-05-25,-11.247974068071313,-14.0,617,65,29,12.0,1134.0,745.0,226.0,0.0,10.53,4.7,2020-05-25,2020,5,25,0,Mon
2020-05-26,-9.238747553816047,-13.0,511,36,13,225.0,1354.0,115.0,322.0,0.0,7.05,2.54,2020-05-26,2020,5,26,1,Tue
2020-05-27,-11.364583333333334,-13.0,576,44,22,22.0,399.0,181.0,242.0,0.0,7.64,3.82,2020-05-27,2020,5,27,2,Wed
2020-05-28,-8.622900763358778,-12.0,655,61,19,341.0,1419.0,252.0,809.0,0.0,9.31,2.9,2020-05-28,2020,5,28,3,Thu
2020-05-29,-10.761421319796954,-14.0,591,48,19,21.0,824.0,377.0,471.0,34.0,8.12,3.21,2020-05-29,2020,5,29,4,Fri
2020-05-30,-12.801834862385322,-14.0,545,36,9,98.0,421.0,340.0,73.0,0.0,6.61,1.65,2020-05-30,2020,5,30,5,Sat
2020-05-31,-10.661119515885023,-14.0,661,53,21,0.0,2087.0,177.0,250.0,0.0,8.02,3.18,2020-05-31,2020,5,31,6,Sun
2020-06-01,-13.22741433021807,-14.0,642,29,9,0.0,316.0,134.0,363.0,0.0,4.52,1.4,2020-06-01,2020,6,1,0,Mon
2020-06-02,-12.287292817679559,-14.0,543,18,1,0.0,921.0,53.0,186.0,0.0,3.31,0.18,2020-06-02,2020,6,2,1,Tue
2020-06-03,-10.282894736842104,-13.0,608,30,1,0.0,745.0,430.0,337.0,0.0,4.93,0.16,2020-06-03,2020,6,3,2,Wed
2020-06-04,-7.990489130434782,-11.0,736,42,3,228.0,1092.0,343.0,658.0,0.0,5.71,0.41,2020-06-04,2020,6,4,3,Thu
2020-06-05,-6.295977011494253,-11.0,696,53,6,300.0,2263.0,476.0,256.0,71.0,7.61,0.86,2020-06-05,2020,6,5,4,Fri
2020-06-06,-5.617021276595745,-11.0,658,43,1,159.0,1858.0,248.0,1229.0,0.0,6.53,0.15,2020-06-06,2020,6,6,5,Sat
2020-06-07,-9.400259067357513,-12.0,772,40,7,37.0,1601.0,302.0,386.0,0.0,5.18,0.91,2020-06-07,2020,6,7,6,Sun
2020-06-08,-9.734413965087281,-13.0,802,33,4,816.0,644.0,90.0,629.0,17.0,4.11,0.5,2020-06-08,2020,6,8,0,Mon
2020-06-09,-9.042962962962964,-12.0,675,38,3,1.0,971.0,443.0,377.0,0.0,5.63,0.44,2020-06-09,2020,6,9,1,Tue
2020-06-10,-7.5,-11.0,688,44,2,80.0,1652.0,504.0,71.0,0.0,6.4,0.29,2020-06-10,2020,6,10,2,Wed
2020-06-11,-7.69620253164557,-12.0,790,51,2,201.0,1653.0,412.0,812.0,0.0,6.46,0.25,2020-06-11,2020,6,11,3,Thu
2020-06-12,-7.940959409594096,-12.0,813,46,1,0.0,1493.0,170.0,1105.0,0.0,5.66,0.12,2020-06-12,2020,6,12,4,Fri
2020-06-13,-9.426705370101596,-12.0,689,41,6,177.0,646.0,296.0,468.0,15.0,5.95,0.87,2020-06-13,2020,6,13,5,Sat
2020-06-14,-10.122347066167292,-12.0,801,28,1,118.0,906.0,201.0,301.0,0.0,3.5,0.12,2020-06-14,2020,6,14,6,Sun
2020-06-15,-10.715814506539834,-12.0,841,30,2,0.0,815.0,482.0,68.0,0.0,3.57,0.24,2020-06-15,2020,6,15,0,Mon
2020-06-16,-9.751724137931035,-11.0,725,25,1,0.0,760.0,169.0,303.0,0.0,3.45,0.14,2020-06-16,2020,6,16,1,Tue
2020-06-17,-10.708278580814717,-12.0,761,25,2,0.0,852.0,137.0,50.0,0.0,3.29,0.26,2020-06-17,2020,6,17,2,Wed
2020-06-18,-8.385628742514971,-11.0,835,47,2,635.0,751.0,477.0,556.0,0.0,5.63,0.24,2020-06-18,2020,6,18,3,Thu
2020-06-19,-6.684563758389261,-10.0,894,65,2,208.0,1768.0,556.0,832.0,9.0,7.27,0.22,2020-06-19,2020,6,19,4,Fri
2020-06-20,-6.483561643835617,-11.0,730,38,1,205.0,788.0,373.0,2021.0,38.0,5.21,0.14,2020-06-20,2020,6,20,5,Sat
2020-06-21,-3.8440366972477062,-10.0,872,95,3,886.0,1817.0,1478.0,1038.0,0.0,10.89,0.34,2020-06-21,2020,6,21,6,Sun
2020-06-22,-0.7315598548972189,-9.0,827,94,2,2805.0,1526.0,1353.0,1140.0,0.0,11.37,0.24,2020-06-22,2020,6,22,0,Mon
2020-06-23,-5.741286863270777,-10.0,746,74,2,533.0,1375.0,860.0,628.0,0.0,9.92,0.27,2020-06-23,2020,6,23,1,Tue
2020-06-24,-7.11006711409396,-11.0,745,52,5,23.0,1764.0,387.0,484.0,0.0,6.98,0.67,2020-06-24,2020,6,24,2,Wed
2020-06-25,-7.465997770345597,-10.0,897,67,1,74.0,1137.0,620.0,776.0,0.0,7.47,0.11,2020-06-25,2020,6,25,3,Thu
2020-06-26,-4.161104718066744,-9.0,869,80,0,558.0,1896.0,1410.0,1111.0,0.0,9.21,0.0,2020-06-26,2020,6,26,4,Fri
2020-06-27,-7.016089108910891,-11.0,808,35,0,17.0,2347.0,185.0,566.0,0.0,4.33,0.0,2020-06-27,2020,6,27,5,Sat
2020-06-28,-4.714609286523216,-10.0,883,86,1,884.0,1671.0,927.0,949.0,24.0,9.74,0.11,2020-06-28,2020,6,28,6,Sun
2020-06-29,-5.602139037433155,-10.0,935,74,1,922.0,1919.0,840.0,641.0,0.0,7.91,0.11,2020-06-29,2020,6,29,0,Mon
2020-06-30,-8.107712765957446,-10.0,752,48,1,199.0,779.0,367.0,253.0,0.0,6.38,0.13,2020-06-30,2020,6,30,1,Tue
2020-07-01,-4.534246575342466,-9.0,876,82,5,410.0,1818.0,530.0,1231.0,61.0,9.36,0.57,2020-07-01,2020,7,1,2,Wed
2020-07-02,-2.0823970037453186,-9.0,1068,131,7,714.0,2514.0,1625.0,2807.0,0.0,12.27,0.66,2020-07-02,2020,7,2,3,Thu
2020-07-03,-6.825141776937619,-10.0,1058,84,9,367.0,1466.0,821.0,764.0,0.0,7.94,0.85,2020-07-03,2020,7,3,4,Fri
2020-07-04,-8.227602905569007,-12.0,826,52,9,207.0,2250.0,346.0,425.0,0.0,6.3,1.09,2020-07-04,2020,7,4,5,Sat
2020-07-05,-3.099706744868035,-9.0,1023,116,5,1188.0,2682.0,1067.0,1477.0,52.0,11.34,0.49,2020-07-05,2020,7,5,6,Sun
2020-07-06,2.4688090737240076,-9.0,1058,134,5,813.0,5256.0,1789.0,4683.0,38.0,12.67,0.47,2020-07-06,2020,7,6,0,Mon
2020-07-07,-1.2560296846011132,-9.0,1078,121,3,691.0,4835.0,1586.0,1270.0,0.0,11.22,0.28,2020-07-07,2020,7,7,1,Tue
2020-07-08,-5.6386925795053005,-10.0,1132,78,3,468.0,3909.0,408.0,648.0,0.0,6.89,0.27,2020-07-08,2020,7,8,2,Wed
2020-07-09,-3.730800323362975,-9.0,1237,115,4,148.0,3142.0,1853.0,1793.0,195.0,9.3,0.32,2020-07-09,2020,7,9,3,Thu
2020-07-10,-0.7672697368421053,-9.0,1216,164,13,1216.0,3334.0,2131.0,3317.0,0.0,13.49,1.07,2020-07-10,2020,7,10,4,Fri
2020-07-11,-8.457912457912458,-11.0,1188,70,3,99.0,1784.0,422.0,952.0,18.0,5.89,0.25,2020-07-11,2020,7,11,5,Sat
2020-07-12,-5.14214463840399,-10.0,1203,102,4,50.0,4124.0,813.0,1533.0,6.0,8.48,0.33,2020-07-12,2020,7,12,6,Sun
2020-07-13,-6.803921568627451,-12.0,1224,86,4,175.0,3486.0,625.0,1531.0,0.0,7.03,0.33,2020-07-13,2020,7,13,0,Mon
2020-07-14,-9.11640696608616,-12.0,1091,57,4,402.0,1624.0,473.0,776.0,0.0,5.22,0.37,2020-07-14,2020,7,14,1,Tue
2020-07-15,-5.5,-11.0,1132,102,6,570.0,3208.0,1566.0,800.0,23.0,9.01,0.53,2020-07-15,2020,7,15,2,Wed
2020-07-16,-6.797863599013969,-11.0,1217,79,3,99.0,1967.0,306.0,2871.0,61.0,6.49,0.25,2020-07-16,2020,7,16,3,Thu
2020-07-17,-7.578863090472378,-10.0,1249,86,3,442.0,1302.0,728.0,1225.0,0.0,6.89,0.24,2020-07-17,2020,7,17,4,Fri
2020-07-18,-6.3076305220883535,-11.0,1245,119,11,787.0,2329.0,1591.0,1104.0,0.0,9.56,0.88,2020-07-18,2020,7,18,5,Sat
2020-07-19,-0.08667736757624397,-9.0,1246,189,9,745.0,3840.0,3147.0,3720.0,0.0,15.17,0.72,2020-07-19,2020,7,19,6,Sun
2020-07-20,-4.649765990639626,-11.0,1282,135,14,1887.0,2991.0,1350.0,1766.0,0.0,10.53,1.09,2020-07-20,2020,7,20,0,Mon
2020-07-21,-4.260299625468165,-10.5,1068,88,6,1803.0,1468.0,2538.0,1016.0,0.0,8.24,0.56,2020-07-21,2020,7,21,1,Tue
2020-07-22,-4.172872340425532,-10.0,1128,121,15,1018.0,1771.0,1622.0,1830.0,0.0,10.73,1.33,2020-07-22,2020,7,22,2,Wed
2020-07-23,-4.885028949545078,-10.0,1209,108,3,375.0,2763.0,1333.0,1311.0,0.0,8.93,0.25,2020-07-23,2020,7,23,3,Thu
2020-07-24,-5.794561933534744,-10.0,1324,106,9,558.0,2689.0,1008.0,1614.0,23.0,8.01,0.68,2020-07-24,2020,7,24,4,Fri
2020-07-25,-6.343511450381679,-10.0,1179,107,18,597.0,1878.0,1108.0,1377.0,0.0,9.08,1.53,2020-07-25,2020,7,25,5,Sat
2020-07-26,-8.117507886435332,-12.0,1268,115,32,138.0,2969.0,781.0,1079.0,0.0,9.07,2.52,2020-07-26,2020,7,26,6,Sun
2020-07-27,-7.154984423676012,-11.0,1284,103,24,419.0,2841.0,605.0,666.0,58.0,8.02,1.87,2020-07-27,2020,7,27,0,Mon
2020-07-28,-7.685581395348837,-12.0,1075,77,14,68.0,1562.0,736.0,2092.0,15.0,7.16,1.3,2020-07-28,2020,7,28,1,Tue
2020-07-29,-7.960694698354661,-11.0,1094,89,26,297.0,1621.0,777.0,616.0,0.0,8.14,2.38,2020-07-29,2020,7,29,2,Wed
2020-07-30,-5.69611021069692,-11.0,1234,90,9,129.0,4210.0,819.0,1184.0,0.0,7.29,0.73,2020-07-30,2020,7,30,3,Thu
2020-07-31,-5.766694146743611,-10.0,1213,83,0,195.0,2237.0,855.0,1659.0,0.0,6.84,0.0,2020-07-31,2020,7,31,4,Fri
2020-08-01,-7.642036124794745,-11.0,1218,87,11,116.0,2002.0,625.0,964.0,0.0,7.14,0.9,2020-08-01,2020,8,1,5,Sat
2020-08-02,-6.48937784522003,-11.0,1318,110,11,69.0,2884.0,1198.0,942.0,60.0,8.35,0.83,2020-08-02,2020,8,2,6,Sun
2020-08-03,-3.9322301024428685,-9.0,1269,138,12,676.0,1493.0,2506.0,2108.0,37.0,10.87,0.95,2020-08-03,2020,8,3,0,Mon
2020-08-04,-4.031309297912713,-11.0,1054,160,60,1622.0,2363.0,1510.0,1202.0,0.0,15.18,5.69,2020-08-04,2020,8,4,1,Tue
2020-08-05,-8.31131221719457,-11.0,1105,70,7,295.0,1490.0,667.0,792.0,0.0,6.33,0.63,2020-08-05,2020,8,5,2,Wed
2020-08-06,-5.959297685554668,-11.0,1253,104,1,569.0,2848.0,961.0,1321.0,0.0,8.3,0.08,2020-08-06,2020,8,6,3,Thu
2020-08-07,-4.926436781609195,-11.0,1305,99,8,242.0,2888.0,965.0,2836.0,14.0,7.59,0.61,2020-08-07,2020,8,7,4,Fri
2020-08-08,-8.598667776852622,-12.0,1201,57,3,148.0,3241.0,298.0,349.0,53.0,4.75,0.25,2020-08-08,2020,8,8,5,Sat
2020-08-09,-8.155993431855501,-11.0,1218,70,2,736.0,1739.0,609.0,821.0,0.0,5.75,0.16,2020-08-09,2020,8,9,6,Sun
2020-08-10,0.7199693955623565,-10.0,1307,201,20,3292.0,3123.0,4620.0,3256.0,15.0,15.38,1.53,2020-08-10,2020,8,10,0,Mon
2020-08-11,-9.829311885612153,-12.0,1119,51,2,126.0,1626.0,554.0,284.0,0.0,4.56,0.18,2020-08-11,2020,8,11,1,Tue
2020-08-12,-6.657618213660245,-10.0,1142,90,8,304.0,1614.0,1123.0,1049.0,0.0,7.88,0.7,2020-08-12,2020,8,12,2,Wed
2020-08-13,-4.765069551777434,-10.0,1294,127,5,489.0,3327.0,1580.0,1718.0,16.0,9.81,0.39,2020-08-13,2020,8,13,3,Thu
2020-08-14,-5.515267175572519,-10.0,1310,114,10,421.0,3030.0,864.0,1165.0,35.0,8.7,0.76,2020-08-14,2020,8,14,4,Fri
2020-08-15,-5.779742765273312,-10.5,1244,89,8,420.0,3328.0,1372.0,944.0,0.0,7.15,0.64,2020-08-15,2020,8,15,5,Sat
2020-08-16,-3.7515151515151515,-11.0,1320,126,15,2048.0,2682.0,1654.0,2168.0,0.0,9.55,1.14,2020-08-16,2020,8,16,6,Sun
2020-08-17,-7.3907595927956145,-11.0,1277,104,17,406.0,1887.0,897.0,1328.0,110.0,8.14,1.33,2020-08-17,2020,8,17,0,Mon
2020-08-18,-9.70852428964253,-13.0,1091,54,4,209.0,1557.0,330.0,902.0,0.0,4.95,0.37,2020-08-18,2020,8,18,1,Tue
2020-08-19,-7.730427046263345,-11.0,1124,78,3,945.0,1117.0,1069.0,527.0,15.0,6.94,0.27,2020-08-19,2020,8,19,2,Wed
